"SCOPUS_ID","EID","Title","Authors","Author IDs","Author Affiliations","Creators","Publication Name","eISSN","Volume","Page Range","Cover Date","DOI","Cited By Count","Aggregation Type","Subtype","Subtype Description","Source ID","Open Access","URL","Abstract","Subject Classification","Affiliation Names","Affiliation Cities","Affiliation Countries"
"84904010958","2-s2.0-84904010958","The influence of organizational structure and organization culture on the organizational performance of higher educational institutions: The moderating role of strategy communication","Hilman H., Siam M.","38661234200, 56259285900","60002763, 60002763","Hilman H.","Asian Social Science","19112025","10","142-154","2014-06-25","10.5539/ass.v10n13p142","8","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84904010958","This paper examined the moderating of strategy communication, focusing on the influence of organizational structure and organizational culture on the performance of the higher educational Institutions in Palestine. The study generated a quantitative questionnaire data from 255 respondents representing the top, medium and low management level of the higher educational institutions in Palestine. Data were analyzed using the partial least squares-Structural equation model PLS-SEM. Overall, the findings revealed that organizational structure and organizational culture are significantly related to the performance of higher educational institutions in Palestine. A Further result of the moderating role showed that strategy communication failed to moderate the influence of both organizational structure and organizational culture on the organizational performance. Discussions on the findings, implication and limitation of the study were also provided.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84903952240","2-s2.0-84903952240","Strategic orientations and SME performance: Moderating effect of absorptive capacity of the firm","Herath H.M.A., Mahmood R.","55184967500, 37017470800","60104972, 60212344","Herath H.M.A.","Asian Social Science","19112025","10","95-107","2014-06-25","10.5539/ass.v10n13p95","29","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903952240","This paper examines the effect of recent configuration of strategic orientation on SME performance and the moderating effect of absorptive capacity of the firm. Data from 350 owner-managers of small and medium scale hotel and restaurants in Sri Lanka were used with structural equation modelling. The structural model investigates the direct effects of market, entrepreneurial, and learning orientations on firm performance and moderating effect of absorptive capacity. Results indicate that SMEs with high level of absorptive capacity would achieve higher performance by maintaining higher level of strategic orientation.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Wayamba University of Sri Lanka","Kuliyapitiya","Sri Lanka"
"84903935306","2-s2.0-84903935306","The timeliness of financial reporting among jordanian companies: Do company and board characteristics, and audit opinion matter?","Al Daoud K.A., Ismail K.N.I.K., Lode N.A.","56258586500, 57211938745, 56051265900","60212344, 60212344, 60212344","Al Daoud K.A.","Asian Social Science","19112025","10","191-201","2014-06-25","10.5539/ass.v10n13p191","25","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903935306","This study investigates the influence of board independence, board size, auditor's opinion, profitability (good or bad news) and industry sector, on the timeliness of annual financial reports among Jordanian companies. It covers 114 listed companies on the Amman Stock Exchange for the year 2012. The timeliness of the financial reports is measured by audit report lag. We find that the firms, on average, take more than two months to complete the audit of financial reporting. Consistent with most studies, we find that firms with improved performance (good news) are faster in publishing their financial reports than firms with declining performance (bad news). The results also show that firms with an unqualified audit opinion release their financial reports earlier than those that do not receive a clean opinion. In addition, firms with a smaller board report faster than those with a larger board. Nevertheless, there is no evidence of the influence of independent directors and type of sector on the timeliness of financial reporting. This study serves as an input to policy makers and regulators in formulating policies and strategies with respect to the timeliness of financial reports.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","College of Business, Universiti Utara Malaysia","Sintok","Malaysia"
"84903934519","2-s2.0-84903934519","Time management, external motivation, and students' academic performance: Evidence from a Malaysian public university","Hamzah A.R., Lucky E.O.-I., Joarder M.H.R.","58823236200, 50461711700, 56258076900","60212344, 60212344, 60212344","Hamzah A.R.","Asian Social Science","19112025","10","55-63","2014-06-25","10.5539/ass.v10n13p55","12","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903934519","Societies all over the world have used education as the instrument for the national development while students' academic performance has the real impact on their professional career development. There are many factors which can directly affect students' academic performance. However, after extensive reviews of the past literatures, the researchers argued that time management and external motivation have relatively higher influences on students' academic performance. The quantitative questionnaire survey method was employed for this study. The findings of the study indicated that there is a significant and positive relationship between time management and students' academic performance. In the light of the findings, we discuss the importance of time management in order to improve students' academic performance. Implications, suggestions and recommendations for students, parents, policy makers and educational stakeholders were discussed.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","College of Business, Universiti Utara Malaysia","Sintok","Malaysia"
"84903181628","2-s2.0-84903181628","Organizational health: Delineation, constructs and development of a measurement model","Nair H.A.P., Kumar D., Sri Ramalu S.","56227556900, 56044294600, 55496918100","60212346, 60212346, 60212346","Nair H.A.P.","Asian Social Science","19112025","10","145-157","2014-06-24","10.5539/ass.v10n14p145","8","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903181628","The present study examines Organizational Health (OH) for the definition that has been inexplicably characterized and about whose significance has been a high level of variability in academician's and practitioners understanding hitherto. The purpose of this paper is to develop constructs and factors influencing OH within the context of the system theory in order to create a measurement model that can be used to measure business performance with Organizational changes. Data is consolidated using the Delphi technique with the opinions of experts from diverse fields within Malaysia. The study identified an OH measurement model consisting three multilevel constructs such as Culture & Change Capacity, Goal Alignment and Competence Adequacy. There are 28 factors which collectively influence the degree of OH in an Organization. These factors are itemized to convert the model into a survey based instrument of measure. The measurement enables practitioners to identify potential deterioration of health conditions in the organization well in advance and vaccinate through appropriate and timely Organizational Development interventions.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Othman Yeop Abdullah Graduate School of Business","Kuala Lumpur","Malaysia"
"84903170265","2-s2.0-84903170265","The relationship between enterprise resource planning, total quality management, organizational excellence, and organizational performance-the mediating role of total quality management and organizational excellence","Saleh Al-Dhaafri H., Zien Bin Yusoff R., Kaid Al-Swidi A.","55983085200, 6505838374, 36660614100","60085506; 60212346, 60212344, 60212344","Saleh Al-Dhaafri H.","Asian Social Science","19112025","10","158-178","2014-06-24","10.5539/ass.v10n14p158","10","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903170265","Purpose: This study was set up to examine the mediating effect of TQM and organizational excellence between ERP and organizational performance. Design/methodology/approach: To examine the model of the study, design of survey questionnaire was employed through data collected from Dubai Police Departments. Out of 565 questionnaires, 320 only usable returned. Partial Least Square (PLS) structural equation modelling was employed to analyze the data. Findings: Based on statistical results, the effect of ERP on TQM, organizational excellence, and organizational performance were confirmed. In addition, the effect of TQM and organizational excellence on organizational performance was also confirmed. Moreover, TQM was found to partially mediate the effect of ERP on organizational performance, whereas organizational excellence was found to fully mediate the effect on the same relationship. Practical implications: The results of this study have several practical implications. This study will help managers and decision makers to take the proper decision when implementing ERP system. Due to that, TQM and organizational excellence are the most important practices to ease the ERP implementation. Originality/value: This study is considered as the only empirical study that examines the collective effect of ERP, TQM, and organizational excellence on organizational performance.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Othman Yeop Abdullah Graduate School of Business | Dubai eGovernment, Dubai Police","Kuala Lumpur | Dubai","Malaysia | United Arab Emirates"
"84903166928","2-s2.0-84903166928","Measuring Nigerian Stakeholders' perceptions of auditor independence: A proposed framework","Alfa Tahir F., Idris K.M.D., Zainol Ariffin Z.","56226700100, 25927086700, 56958286300","60212344, 60212344, 60212344","Alfa Tahir F.","Asian Social Science","19112025","10","81-92","2014-06-24","10.5539/ass.v10n14p81","1","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903166928","The significance of the audit function stems from the need to enhance the credibility and reliability of financial reports by providing reasonable and objective assurance that the financial reports are indeed a reflection of the true state of affairs of a business concern. However, because an auditor's state of mind is difficult to observe, stakeholders of audit quality generally evaluate the auditor's appearance of objectivity by considering whether or not auditors are able to avoid circumstances that impair Audit Independence (AI). In this regard, most AI researches focus on examining factors influencing perceived audit independence (PAI) and not what actually constitutes PAI and how it can be measured. This paper proposes that PAI can be measured by assessing how auditors use safeguards to manage AI threats to acceptable levels that may no longer compromise AI. This in turn establishes the constituents of PAI and provides a basis for measuring AI.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","College of Business, Universiti Utara Malaysia","Sintok","Malaysia"
"84903139286","2-s2.0-84903139286","Usage of learning management system (Moodle) among postgraduate students: UTAUT model","Raman A., Don Y., Khalid R., Rizuan M.","55789535800, 55789911800, 56195372400, 57204484883","60002763, 60002763, 60002763, 60002763","Raman A.","Asian Social Science","19112025","10","186-192","2014-06-24","10.5539/ass.v10n14p186","67","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903139286","The application of a learning management system (LMS) Moodle is learning and teaching platform in Universiti Utara Malaysia. To examine the level of acceptance of this technology, the UTAUT (Unified theory of acceptance and use of technology) Model is used to infer individual students' technology acceptance by explaining the variants in Behavior Intention (BI). This study is conducted on 65 postgraduate students pursuing their study at UUM. The students are all studying the same course and they are exposed to the application of LMS known as 'Moodle UUM Learning Zone'. A set of questionnaire, in the UTAUT Model which is developed by Venkatesh et al. (2003), is used to collect data which is then descriptively analyzed by using IBM SPSS Statistics Version 20 and SmartPLS 2.0. The findings of the study found that Performance Expectancy (PE) (β=0.418, p<0.01), Social Influence (SI) (β=0.238, p<0.01) and Facilitating Conditions (FC) (β=0.120, p<0.01) have positive influence towards 'Behavioral Intention' (BI). The value R2 = 0.520 showed that 52.0% of the variants in the application of Learning zone can be explained by Behavioral Intention (BI). Consequently, the result related to moderator influence in terms of gender showed that all the four UTAUT Model constructs failed to reject HO5. The results also showed that moderator influence in terms of gender with PE, EE, SI and FC does not have significant positive influence towards BI. The findings of this study which are hoped to help encourage instructors and students to use this technology in their learning and teaching processes, have proven that LMS 'Moodle' is beneficial and effective for learning and teaching processes.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84903124888","2-s2.0-84903124888","Family involvement in ownership, management, and firm performance: Moderating and direct-effect models","Abdullah A. Al-Dubai S., Nor Izah Ku Ismail K., Afza Amran N.","56083338800, 57211938745, 56866150400","114479512, 60212344, 60212344","Abdullah A. Al-Dubai S.","Asian Social Science","19112025","10","193-205","2014-06-24","10.5539/ass.v10n14p193","13","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84903124888","This study aims to provide an empirical evidence on the moderating effect of family involvement in management (family CEO and founder CEO) on the relationship between family ownership and firm's performance. From a sample of 75 public listed companies (375 firm-year observations) in Saudi Arabia, we use a five-year interval (2007-2011) and two firm performance indicators (market to book value (MBV) and return on assets (ROA)) to test five hypotheses. The hypotheses that there is a direct impact of family ownership and founder CEO on ROA and MBV were supported respectively. The hypothetical moderating impact of family CEO and founder CEO have been partially confirmed with MBV. Overall, the findings highlight the importance of occupying CEO positions in family firms by family members, especially the founders for gaining better performance. However, the results are robust when only family firms are examined separately.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Salahaddin Excellence Metal Co","N/A","Yemen"
"85060019100","2-s2.0-85060019100","PRE-SIGNING AND SEQUENCE IN CONTRACT EXECUTION OF ISLAMIC BANKING PRODUCTS","Naim A.M.","36117021200","60228313","Naim A.M.","ISRA International Journal of Islamic Finance","22894365","6","87-112","2014-06-15","10.12816/0019253","1","Journal","ar","Article","21100870829","0","https://api.elsevier.com/content/abstract/scopus_id/85060019100","Customer pre-signing of all transactional documents in one sitting is a questionable procedure as it does not follow the required sequence in the Sharīʿah concept of “offer and acceptance”. As “offer and acceptance” or “ījāb and qabūl” (i.e.ṣīghah) is, according to the vast majority of scholars, an absolute requirement of exchange contracts and can be executed only after the seller possesses the contracted item. Pre-signing in normal circumstances has been seen as either a promise from one party to purchase or to sell, or as an execution of contract without proper ownership by contracting parties. Hence, the study is integral in order to analyse the permissibility of considering pre-signing as offer and acceptance. Furthermore, it is assumed that any non-compliance issues in the execution of a contract will affect its validity. Therefore, this study aims to explain the Sharīʿah view on the sequence of contract execution in Islamic banking products, and the Islamic banks’ practices in executing contracts in vehicle financing, house financing and personal financing. The paper applies the qualitative research method comprising of document analyses, fiqh muqāran and interviews with the stakeholders. This paper suggests that “offer and acceptance” should be done in a proper manner as described by Islamic jurists and that modern technology, especially communication technology, should be used to overcome pre-signing needs. In a nutshell, this study contributes in sharpening the practices of Islamic banks to comply with contractual sequence as required by Islamic law.","Development, Finance, Economics and Econometrics","UUM Islamic Business School","Sintok","Malaysia"
"84899641887","2-s2.0-84899641887","Exports, foreign direct investment and economic growth: Empirical evidence from Malaysia (1971-2013)","Haseeb M., Hariyatie Hartani N., Abu Bakar N.A., Azam M., Hassan S.","56021476300, 57205100212, 54384940200, 55815483400, 57199680603","60212344, 60002763, 60212344, 60212344, 60212344","Haseeb M.","American Journal of Applied Sciences","15543641","11","1010-1015","2014-06-11","10.3844/ajassp.2014.1010.1015","40","Journal","ar","Article","6400153122","1","https://api.elsevier.com/content/abstract/scopus_id/84899641887","The main objective of this study is to empirically investigate the relationship between exports, Foreign Direct Investment (FDI) and the economic growth in Malaysia. Records of annual time series data from the year 1971 till 2013 have been utilized for this purpose. Upon testing the data for stationarity, the Auto Regressive Distributed Lag (ARDL) model has been applied for the purpose of empirical investigation. The empirical results indicate that the productivity factor and externality effect of exports on the non-export sector are found to be statistically, positively significant, with the exports also having a positive impact on the economic growth and FDI of the country. The results support Exports Led Growth (ELG) and FDI-Led economic Growth (FLG) in Malaysia. The finding further suggests that Malaysia should continuous pursue exports promotion and a liberal investment economic policy in order to maintain and bolster overall economic growth. © 2014 Science Publication.","Multidisciplinary","College of Business, Universiti Utara Malaysia","Sintok","Malaysia"
"84996570042","2-s2.0-84996570042","International diversification among Islamic investments: is there any benefit","Bahlous M., Mohd. Yusof R.","55578772200, 24438590900","60070790; 60091658, 60002763","Bahlous M.","Managerial Finance","17587743","40","613-633","2014-06-03","10.1108/MF-08-2013-0225","14","Journal","ar","Article","21100777369","0","https://api.elsevier.com/content/abstract/scopus_id/84996570042","Purpose – The purpose of this paper is to assess the benefits to investors of international diversification among only Islamic funds. Compared to conventional investors who are not restricted in their choice of funds, Islamic investors are restricted to investing in shari’a-compliant funds, thus giving up some diversification benefits. The possibility of international diversification among only Islamic funds may thus help Islamic investors to invest in accordance to their religious beliefs and still benefit from diversification. Design/methodology/approach – The paper assesses the benefits of diversification by analyzing the extent of co-integration among four regional Islamic funds and by estimating the short-term and long-term structural dynamics of and among these funds. The paper uses an Autoregressive-Distributed Lag (ARDL) approach to testing the long-run relationships among these funds and use variance decomposition and impulse response functions to examine the structural dynamics of the relationship between these funds. These methods can also be used for predictive purposes and represent, in authors opinion, a useful approach that complements the traditional methodology of static covariance matrix to find the efficient frontier at a given moment in time. Findings – The results indicate that international diversification can help reduce risk if Asia Pacific Islamic funds and MENA region Islamic funds are invested contemporaneously and/or Asia Pacific Islamic funds and North America Islamic funds, and/or Europe funds and MENA funds. The paper also finds that investors would benefit from investing in North American funds and MENA funds both in the long run and in the short run. Conversely, the paper finds that Europe funds and North American funds are co-integrated in the long-run precluding the opportunity for substantial diversification benefits from these particular portfolio mixes. Research limitations/implications – The long-run analysis helps passive fund managers and investors in composing their portfolio by providing evidence that some portfolio mixes of different regional Islamic funds lead to better risk return performance than one regional Islamic fund portfolios. The short-run analysis however helps the active fund managers and investors as it suggests that diversifying in the short run and reviewing their portfolio on a regular basis would be beneficial as well. Originality/value – This analysis justifies the promotion of Islamic finance as the negative correlation between several Islamic funds across the regions studied suggests better opportunities of investments via international diversification making Islamic funds more desirable.","Finance, Strategy and Management","University of Carthage, Institut des Hautes Etudes Commerciales de Carthage | American University in Dubai","Carthage | Dubai","Tunisia | United Arab Emirates"
"84998834483","2-s2.0-84998834483","Malaysia’s 13th General Election: Political Partisanship in the Mainstream Print Media","Sani M.A.M.","35889266000","60002763","Sani M.","Asia Pacific Media Educator","23215410","24","61-75","2014-06-01","10.1177/1326365X14539186","13","Journal","ar","Article","21100827444","0","https://api.elsevier.com/content/abstract/scopus_id/84998834483","This article examines the political partisanship of the English language and the vernacular mainstream media during the campaign period of the 13th general election in Malaysia. The newspapers examined are Utusan Malaysia, Berita Harian, Sinar Harian, New Straits Times, The Star, China Press, Sin Chew Jit Poh, Nam Naidu and Nanban. The period of study is from 20 April 2013 (nomination day) until 5 May 2013 (polling day). The findings show that almost all the mainstream media were biased towards the ruling coalition Barisan Nasional, except for Sinar Harian. Chinese newspapers—China Press and Sin Chew Jit Poh—provided a slightly more balanced coverage of the government and opposition coalition, Pakatan Rakyat. The bias towards political parties in the ruling coalition is attributed to the ownership of mainstreams newspapers by political interests closely aligned with the current government. This has undermined the credibility of mainstream media in which circulation numbers have been declining in recent years.","Communication, Education","Universiti Utara Malaysia","Sintok","Malaysia"
"84908871445","2-s2.0-84908871445","Measurement of transactional and transformational leadership: Validity and reliability in Sri Lankan context","Dhammika K.A.S., Ahmad F., Sam T.L.","59096572200, 55569914700, 56715849800","60071104, 60002763, 60002763","Dhammika K.A.S.","Pertanika Journal of Social Sciences and Humanities","22318534","22","559-574","2014-06-01","N/A","7","Journal","ar","Article","19600162021","0","https://api.elsevier.com/content/abstract/scopus_id/84908871445","Among the various leadership behaviors explored, transactional and transformational leadership behaviors continue to attract the interests of researchers. This interest ranges from examining the effect of this leadership dichotomy on various organizational and individual outcomes, to testing of the goodness of measure on the transactional and transformational leadership behavior. However, testing validity and reliability of the measures for transactional and transformational leadership mainly focus on western context while similar effort in Sri Lanka context is relatively scant. The purpose of this paper is to validate the conceptualization of transactional and transformational leadership in the Sri Lankan Context. Data were gathered through a survey by using a structured questionnaire from 136 Sri Lanka public sector employees. Factors analysis, correlation, and reliability analysis were conducted to test the validity and reliability. Implications regarding the goodness of measure were discussed and major issues of measurement in Sri Lankan context were presented.","Business, Management and Accounting (all), Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","University of Kelaniya","Kelaniya","Sri Lanka"
"84901651576","2-s2.0-84901651576","Life cycle assessment of rice straw-based power generation in Malaysia","Shafie S.M., Masjuki H.H., Mahlia T.M.I.","54403809000, 57175108000, 56997615100","60029157; 60212344, 60029157, 60005762; 60069406","Shafie S.M.","Energy","N/A","70","401-410","2014-06-01","10.1016/j.energy.2014.04.014","121","Journal","ar","Article","29348","0","https://api.elsevier.com/content/abstract/scopus_id/84901651576","This paper presents an application of LCA (Life Cycle Assessment) with a view to analyzing the environment aspects of rice straw-based power generation in Malaysia. It also compares rice straw-based power generation with that of coal and natural gas. GHG (Greenhouse gas) emission savings were calculated. It finds that rice straw power generation can save GHG (greenhouse gas) emissions of about 1.79kg CO2-eq/kWh compared to coal-based and 1.05kg CO2-eq/kWh with natural gas based power generation. While the development of rice straw-based power generation in Malaysia is still in its early stage, these paddy residues offer a large potential to generate electricity because of their availability. Rice straw power plants not only could solve the problem of removing rice straw from fields without open burning, but also could reduce GHG emissions that contribute to climate change, acidification, and eutrophication, among other environmental problems. © 2014 Elsevier Ltd.","Civil and Structural Engineering, Modeling and Simulation, Renewable Energy, Sustainability and the Environment, Building and Construction, Fuel Technology, Energy Engineering and Power Technology, Pollution, Mechanical Engineering, Energy (all), Management, Monitoring, Policy and Law, Industrial and Manufacturing Engineering, Electrical and Electronic Engineering","College of Business, Universiti Utara Malaysia | Universiti Malaya","Sintok | Kuala Lumpur","Malaysia | Malaysia"
"84946122186","2-s2.0-84946122186","An enhanced artificial bee colony optimizer for predictive analysis of heating oil prices using least squares support vector machines","Mustaffa Z., Yusof Y., Kamaruddin S.S.","54789967400, 57068283500, 23389428500","60002763, 60002763, 60002763","Mustaffa Z.","Biologically-Inspired Techniques for Knowledge Discovery and Data Mining","N/A","N/A","149-173","2014-05-31","10.4018/978-1-4666-6078-6.ch007","10","Book","ch","Book Chapter","21100421973","0","https://api.elsevier.com/content/abstract/scopus_id/84946122186","As energy fuels play a significant role in many parts of human life, it is of great importance to have an effective price predictive analysis. In this chapter, the hybridization of Least Squares Support Vector Machines (LSSVM) with an enhanced Artificial Bee Colony (eABC) is proposed to meet the challenge. The eABC, which serves as an optimization tool for LSSVM, is enhanced by two types of mutations, namely the Levy mutation and the conventional mutation. The Levy mutation is introduced to keep the model from falling into local minimum while the conventional mutation prevents the model from over-fitting and/or under-fitting during learning. Later, the predictive analysis is followed by the LSSVM. Realized in predictive analysis of heating oil prices, the empirical findings not only manifest the superiority of eABC-LSSVM in prediction accuracy but also poses an advantage to escape from premature convergence.","Computer Science (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84901938941","2-s2.0-84901938941","Does service innovation act as a mediator in differentiation strategy and organizational performance nexus? An empirical study","Kaliappen N., Hilman H.","55930830800, 38661234200","60212346, 60002763","Kaliappen N.","Asian Social Science","19112025","10","123-131","2014-05-30","10.5539/ass.v10n11p123","13","Journal","ar","Article","21100198464","0","https://api.elsevier.com/content/abstract/scopus_id/84901938941","The study determines how service innovation impacts differentiation strategy and the impact on organizational performance. The target population of this research was 475 hotels, which are three to five star hotels in Malaysia. Due to the small population and the nature of the research, questionnaires were sent by mail and email to all the targeted three to five star hotels' managers. Regression was used to analyse the relationship of differentiation strategy, service innovation and organizational performance. The result shows that differentiation strategy has a significant effect on organizational performance and service innovation has a significant effect on organizational performance. Remarkably, this study found that service innovation partially mediates the relationship of differentiation strategy and organizational performance. This study found that hoteliers that pursuing a differentiation strategy should simultaneously employ service innovation to attain better organizational performance. Thus, this study contributes a significant knowledge to the Malaysia hotel industry. This study fills in some of the gap and showing the significance of differentiation strategy and service innovation in the hotel industry which has received little empirical attention in current strategic management literatures. It also offers some practical contributions to the development of service innovation in relation to differentiation strategy and organizational performance.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Othman Yeop Abdullah Graduate School of Business","Kuala Lumpur","Malaysia"
"84901925478","2-s2.0-84901925478","Technology acceptance on smart board among teachers in terengganu using UTAUT model","Raman A., Don Y., Khalid R., Hussin F., Omar M.S., Ghani M.","55789535800, 55789911800, 56195372400, 56195200900, 26436061300, 56195741600","60002763, 60002763, 60002763, 60002763, 60002763, 60002763","Raman A.","Asian Social Science","19112025","10","84-91","2014-05-30","10.5539/ass.v10n11p84","43","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84901925478","The purpose of this study is to seek the acceptance level of Smart Board among teachers in schools based on the construct presented by the UTAUT Model (Venkatesh et al., 2003). 68 questionnaires were distributed to respondents who are teachers in five schools in the Besut District. These schools are among the many schools that are provided with Snmart Boards by the Terengganu government. The questionnaire consists of 4 items on demography, 19 items related to the usage of Smart Boards which uses the Likert Scale. The respondents were teachers who are familiar with using the Smart Boards. The data was analysed using SPSS to get the descriptive statistics and SmartPLS to find the coefficient correlation. The findings showed that there is positive significant influence between the Performance Expectancy factor (β=0.569, p<0.01) and the Facilitating Conditions factor (β=0.295, p<0.01) towards Behavioural Intention with the value of R2=0.72. Both the Performance Expectancy and the Facilitating Conditions factors showed that 72% of the teachers have Behavioural Intention to use the Smart Board during their teaching and learning process. Further study on the acceptance of Smart Board either among the teachers or students are vital because there are not many study has been and this technology is still new in Malaysian schools.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Universiti Utara Malaysia","Sintok","Malaysia"
"84901924084","2-s2.0-84901924084","Does green technology espousal really matter?","Dileep Kumar M., Saputra R.S.","56181601000, 56071293800","60212346, 60212346","Dileep Kumar M.","Asian Social Science","19112025","10","66-76","2014-05-30","10.5539/ass.v10n11p66","0","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84901924084","There is immense pressure across the world to adopt green technology and green practices in order to reduce the pollution level of urban and cosmopolitan areas. While, the adoption of green technology depends on several social and relative factors, there was so reluctance on the part of many to adopt it. Contextualizing the area of concern to the Tuk-Tuk, drivers in the city of Bangkok, Thailand, a study was conducted to assess the factors influencing adoption of green technology. The study followed qualitative research initially to explore unique factors and then confirmed those factors through qualitative research. Factor analysis was conducted to analyze the reliability of the instruments and data collected from the ""tuk tuk"" drivers. Almost 176 auto drivers were interviewed (informally) with a structured schedule and data collected. To analyze this data, study followed statistical tools like correlation and regression. The results clearly indicate that socioeconomic factors which are moderated by the green technology factors that influence the ""TukTuk"" drivers intention 'not to go green', even though they have the keen interest towards environmental concerns.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Othman Yeop Abdullah Graduate School of Business","Kuala Lumpur","Malaysia"
"84901923134","2-s2.0-84901923134","The effect of board of directors characteristics, audit committee characteristics and executive committee characteristics on firm performance in Oman: An empirical study","Al-Matari E.M., Al-Swidi A.K., Bt Fadzil F.H.","56181353400, 36660614100, 8835630900","60273922; 60212346, 60212346, 60212346","Al-Matari E.M.","Asian Social Science","19112025","10","149-171","2014-05-30","10.5539/ass.v10n11p149","31","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84901923134","This study is an attempt to achieve the main objective by examining the association between the board of director's characteristics, audit committee characteristics and the executive committee characteristics and the performance of the Oman companies. This study used many assumptions to test the relationship between independent variables and dependent variable as discussed in the section explaining the study method. The data comprised of 162 non-financial companies because financial and non-financial companies employ different methods and they have different structures. As this study attempts to bridge the gap in the existing literature by investigating the association between corporate governance mechanisms and firm performance in the emerging market of Oman, it focuses on adding new important variables of corporate governance mechanisms like board change, the role of secretary on the board, the legal counsel and the executive committee characteristics that improve firm performance. The findings indicated a significantly positive relationship between board size, board meeting, audit committee independence and executive committee independence, and the Tobin's Q. On the other hand, board independence and legal counsel are significantly and negatively related to Tobin's Q. Moreover, a positive but insignificant relationship is found between CEO tenure, CEO compensation, audit committee size, and the firm performance (Tobin's Q). Furthermore, board change, the role of the secretary on the board, audit committee meeting, executive committee size and executive committee meeting are revealed to have a negative but insignificant association with firm performance (Tobin's Q). Finally, this study provides recommendations for future research.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Amran University | Othman Yeop Abdullah Graduate School of Business","Amran | Kuala Lumpur","Yemen | Malaysia"
"84901922623","2-s2.0-84901922623","Ownership structure variation and firm efficiency","Hassan S., Othman Z., Harun M.","57199680603, 56195524800, 55313293100","60002763, 60002763, 60002763","Hassan S.","Asian Social Science","19112025","10","233-241","2014-05-30","10.5539/ass.v10n11p233","5","Journal","ar","Article","21100198464","1","https://api.elsevier.com/content/abstract/scopus_id/84901922623","Firms with different ownership structures could be argued to have different levels of efficiency. Highly concentrated firms are expected to be more efficient as this type of ownership structure may alleviate the conflict of interest between managers and shareholders. In Malaysia, public-listed firms have been found to have highly concentrated ownership structure. However, whether this evidence holds for every industry has not been established. Hence, the objective of this paper is to investigate whether there are variations in ownership structure and firm's efficiency across sectors. To achieve this objective, the frequency distributions of ownership structure were calculated and firms' efficiency scores for consumer products, industrial products, construction and trading/services sectors were measured. Data Envelopment Analysis (DEA) under the assumptions of constant returns to scale (CRS) and variable returns to scale (VRS) was employed to estimate firms' efficiency scores. A sample of 156 firms listed on the Kuala Lumpur Stock Exchange (KLSE) was selected using the stratified random sampling method. The findings have shown that there are variations in firm ownership structure and efficiency across sectors.","Arts and Humanities (all), Social Sciences (all), Economics, Econometrics and Finance (all)","Universiti Utara Malaysia","Sintok","Malaysia"
